title,price,rating,image_url,stock availability
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,One,http://books.toscrape.com/media/cache/15/f7/15f78e0b04feb9b94e88865803cb5e9e.jpg,In stock
Will You Won't You Want Me?,13.86,Three,http://books.toscrape.com/media/cache/16/e3/16e3ca741956485119251e7442a67e2e.jpg,In stock
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,One,http://books.toscrape.com/media/cache/56/97/5697f2f8f628129df01c5790985ffd9b.jpg,In stock
The Star-Touched Queen,32.30,Five,http://books.toscrape.com/media/cache/d3/0d/d30dd8b6be6f9fcfd17178e8083238b6.jpg,In stock
The Silent Sister (Riley MacPherson #1),46.29,Five,http://books.toscrape.com/media/cache/30/2c/302cd9c84442e139145ec0993880d7e0.jpg,In stock
The Midnight Watch: A Novel of the Titanic and the Californian,26.20,One,http://books.toscrape.com/media/cache/97/3a/973a2c3462a18fc90d3b9662d959df37.jpg,In stock
The Lonely City: Adventures in the Art of Being Alone,33.26,Two,http://books.toscrape.com/media/cache/5c/5e/5c5e527fea6b17199773bb175b515aee.jpg,In stock
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,Four,http://books.toscrape.com/media/cache/9f/25/9f255826f354776dda9afbd5576a7add.jpg,In stock
The Golden Condom: And Other Essays on Love Lost and Found,39.43,One,http://books.toscrape.com/media/cache/dc/4d/dc4d070e33813a07a4e02f069e6d482f.jpg,In stock
The Epidemic (The Program 0.6),14.44,Five,http://books.toscrape.com/media/cache/87/cd/87cd652c35e2a78535c83becae33cff2.jpg,In stock
The Dinner Party,56.54,Two,http://books.toscrape.com/media/cache/ba/76/ba761d23c5c0e5a0638e04739c69c5d0.jpg,In stock
The Diary of a Young Girl,59.90,Three,http://books.toscrape.com/media/cache/83/d5/83d5526864a108d27fd4b03dd31ec18b.jpg,In stock
The Children,11.88,Three,http://books.toscrape.com/media/cache/d8/03/d803ab341d3020a3bb280d6135e4ae65.jpg,In stock
Stars Above (The Lunar Chronicles #4.5),48.05,Two,http://books.toscrape.com/media/cache/fd/5b/fd5b14399052ab552e240ed18ab03c6d.jpg,In stock
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,Three,http://books.toscrape.com/media/cache/2a/f3/2af39796852729270fb23e05a662a42c.jpg,In stock
Raspberry Pi Electronics Projects for the Evil Genius,49.67,Four,http://books.toscrape.com/media/cache/a2/da/a2da8957b9cb8265d7f1dfeb0651f1c7.jpg,In stock
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,One,http://books.toscrape.com/media/cache/2d/fd/2dfdc52bcdbd82dee50372bc46c83e15.jpg,In stock
Psycho: Sanitarium (Psycho #1.5),36.97,Five,http://books.toscrape.com/media/cache/02/5c/025c30a378e2a4190e84f1429e81b803.jpg,In stock
Poisonous (Max Revere Novels #3),26.80,Three,http://books.toscrape.com/media/cache/23/52/2352718971d5e166fa9541a5a7d716fa.jpg,In stock
One with You (Crossfire #5),15.71,Four,http://books.toscrape.com/media/cache/b8/29/b829181ae95c8f020c1ad3273192de30.jpg,In stock
No Love Allowed (Dodge Cove #1),54.65,Four,http://books.toscrape.com/media/cache/70/3e/703e053877204a396ec6e7beac863118.jpg,In stock
Murder at the 42nd Street Library (Raymond Ambler #1),54.36,Four,http://books.toscrape.com/media/cache/c3/8d/c38d65cd155b67ca025f0655bd1bb095.jpg,In stock
Most Wanted,35.28,Three,http://books.toscrape.com/media/cache/8b/bc/8bbc5ab4c3784b4d9b93eb0fd1fb6fd6.jpg,In stock
"Love, Lies and Spies",20.55,Two,http://books.toscrape.com/media/cache/7a/22/7a224a6e174af91950e9b124afe54e0e.jpg,In stock
How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,Five,http://books.toscrape.com/media/cache/d2/64/d264ad1af882ce391005dc7215ac90e7.jpg,In stock
Hide Away (Eve Duncan #20),11.84,One,http://books.toscrape.com/media/cache/57/07/5707c3d5d4fd44d943d51730ba7d429a.jpg,In stock
Furiously Happy: A Funny Book About Horrible Things,41.46,Four,http://books.toscrape.com/media/cache/ab/2a/ab2ae4f02aa46271b4bfc77494039fc6.jpg,In stock
Everyday Italian: 125 Simple and Delicious Recipes,20.10,Five,http://books.toscrape.com/media/cache/5a/64/5a6499d41ccaad4c4f7eeaa90e16345a.jpg,In stock
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,One,http://books.toscrape.com/media/cache/00/11/001153d2a22d889837efac1703e10a5e.jpg,In stock
Eleanor & Park,56.51,Five,http://books.toscrape.com/media/cache/ed/d7/edd781d3c9d63a395f80f241445e88fa.jpg,In stock
Dirty (Dive Bar #1),40.83,Four,http://books.toscrape.com/media/cache/ae/90/ae903f6f6d059954be4e85497dd76bf5.jpg,In stock
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,One,http://books.toscrape.com/media/cache/0b/2f/0b2f432cc27132f688fcdf29618521e0.jpg,In stock
Boar Island (Anna Pigeon #19),59.48,Three,http://books.toscrape.com/media/cache/d5/81/d58157866ea8f015a8e4c55b23b8c96f.jpg,In stock
A Paris Apartment,39.01,Four,http://books.toscrape.com/media/cache/16/57/16575316618bd7e922d5b0e0f87de2ca.jpg,In stock
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,One,http://books.toscrape.com/media/cache/98/19/9819ff3a8290dc6ab8797d00de5ec554.jpg,In stock
Troublemaker: Surviving Hollywood and Scientology,48.39,Two,http://books.toscrape.com/media/cache/77/82/778285b3c87d6d5d98003aa0f2f65933.jpg,In stock
The Widow,27.26,Two,http://books.toscrape.com/media/cache/fd/71/fd71fb07247bf911505a351c0670c6dc.jpg,In stock
"The Sleep Revolution: Transforming Your Life, One Night at a Time",11.68,Four,http://books.toscrape.com/media/cache/3d/c5/3dc5455313710cf7055c060114e25bf0.jpg,In stock
The Improbability of Love,59.45,One,http://books.toscrape.com/media/cache/06/49/06493269f6893cfd24b650f66df51882.jpg,In stock
The Art of Startup Fundraising,21.00,Three,http://books.toscrape.com/media/cache/b3/7b/b37be83183f1dcb759d92bda8f8998a4.jpg,In stock
Take Me Home Tonight (Rock Star Romance #3),53.98,Three,http://books.toscrape.com/media/cache/a6/4b/a64b3c559f59748bfdbbe75be3e16075.jpg,In stock
Sleeping Giants (Themis Files #1),48.74,One,http://books.toscrape.com/media/cache/c0/72/c072c1ef144d571abd25fe9cc18cceba.jpg,In stock
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,Two,http://books.toscrape.com/media/cache/8b/c4/8bc43a6b42d0283ab4bf611f1b497126.jpg,In stock
Playing with Fire,13.71,Three,http://books.toscrape.com/media/cache/90/0b/900bd2e60d56b6480a4e8eb2dddb46d6.jpg,In stock
Off the Hook (Fishing for Trouble #1),47.67,Three,http://books.toscrape.com/media/cache/1d/78/1d78fe226e1adb9cb591fa21f8a9bf68.jpg,In stock
